conversation_id,agent_name,agent_domain,department_industry,query_type,conversation_date,resolution_time_sec,resolution_status,escalated,customer_satisfaction,tokens_used,cost_per_conversation_usd,response_consistency_score,repetitive_response_flag
CONV009105,SalesAssist-Lite,Sales Assistance,Retail,Pricing Question,2025-09-26 03:29:00,22.5,Resolved,No,3.4,270,0.0208,78.3,Yes
CONV003034,HR-FAQ-Agent,HR Queries,Banking,Payroll Question,2025-09-26 03:33:00,84.6,Resolved,No,4.1,271,0.0304,90.5,No
CONV000882,SalesAssist-Pro,Sales Assistance,Manufacturing,Discount Inquiry,2025-09-26 06:44:00,113.3,Resolved,No,4.8,234,0.0325,84.1,No
CONV004980,HRQueryBot,HR Queries,Healthcare,Leave Balance,2025-09-26 06:57:00,113.4,Resolved,No,4.4,384,0.0339,76.6,No
CONV007401,SalesAssist-Lite,Sales Assistance,EdTech,Product Recommendation,2025-09-26 07:11:00,160.2,Resolved,No,3.2,577,0.0378,80.5,No
CONV002985,OmniAssist-2,Customer Support,Manufacturing,Refund Request,2025-09-26 07:21:00,236.9,Resolved,No,3.5,247,0.0238,86.9,No
CONV009224,HR-FAQ-Agent,HR Queries,Banking,Leave Balance,2025-09-26 09:43:00,164.7,Resolved,No,4.7,613,0.0438,73.9,No
CONV001054,SupportBot-v4,Customer Support,E-commerce,Refund Request,2025-09-26 10:04:00,141.5,Resolved,No,4.2,283,0.0265,88.8,No
CONV006713,KnowledgeFinder-Lite,Internal Knowledge Search,Logistics,Policy Lookup,2025-09-26 10:56:00,236.3,Resolved,No,2.9,129,0.0143,82.1,No
CONV005122,SupportBot-v4,Customer Support,Logistics,Delivery Delay,2025-09-26 10:58:00,35.5,Resolved,No,5.0,687,0.029,94.8,No
CONV005864,ITHelpDesk-AI,IT Helpdesk,E-commerce,Access Request,2025-09-26 11:53:00,15.0,Resolved,No,3.7,443,0.0393,73.6,No
CONV001748,KnowledgeFinder-Lite,Internal Knowledge Search,Manufacturing,Document Search,2025-09-26 12:32:00,294.2,Resolved,No,3.3,217,0.0194,80.4,No
CONV008280,HR-FAQ-Agent,HR Queries,Retail,Payroll Question,2025-09-26 13:28:00,140.9,Resolved,No,3.5,862,0.0394,89.8,No
CONV001885,OmniAssist-2,Customer Support,Healthcare,General Inquiry,2025-09-26 15:08:00,37.6,Resolved,No,4.7,414,0.039,87.6,No
CONV006513,HR-FAQ-Agent,HR Queries,EdTech,Leave Balance,2025-09-26 15:35:00,108.1,Resolved,No,4.6,922,0.046,90.2,No
CONV001705,SupportBot-v4,Customer Support,E-commerce,Order Issue,2025-09-26 16:10:00,41.7,Resolved,No,5.0,363,0.0305,97.5,No
CONV000560,IT-Legacy-Bot,IT Helpdesk,Healthcare,Hardware Request,2025-09-26 18:01:00,32.6,Resolved,No,3.2,227,0.0344,77.9,No
CONV009978,OmniAssist-2,Customer Support,Banking,Product Complaint,2025-09-26 19:09:00,22.2,Resolved,No,4.7,430,0.0306,85.0,No
CONV000110,SalesAssist-Pro,Sales Assistance,E-commerce,Upsell Opportunity,2025-09-26 19:18:00,102.5,Resolved,No,4.4,1324,0.0583,89.6,Yes
CONV005393,SchedulerBot,Appointment Scheduling,E-commerce,Book Appointment,2025-09-26 19:25:00,111.8,Resolved,No,4.2,315,0.0224,89.5,No
CONV007859,SalesAssist-Lite,Sales Assistance,Healthcare,Discount Inquiry,2025-09-26 20:04:00,193.2,Escalated,Yes,2.2,478,0.0448,91.9,No
CONV008135,KnowledgeFinder-X,Internal Knowledge Search,EdTech,Policy Lookup,2025-09-26 20:11:00,46.8,Resolved,No,4.9,519,0.0252,88.5,No
CONV009461,HR-FAQ-Agent,HR Queries,Healthcare,Benefits Query,2025-09-26 22:12:00,56.9,Pending,No,4.4,724,0.0377,86.1,No
CONV004357,HR-FAQ-Agent,HR Queries,Banking,Benefits Query,2025-09-26 23:14:00,106.2,Resolved,No,3.8,309,0.0332,94.3,No
CONV006556,HRQueryBot,HR Queries,Banking,Onboarding Help,2025-09-26 23:14:00,103.5,Resolved,No,3.3,1031,0.0503,92.8,No
CONV005370,SupportBot-v4,Customer Support,Banking,Refund Request,2025-09-27 00:19:00,154.2,Resolved,No,4.3,380,0.022,100.0,No
CONV007478,KnowledgeFinder-X,Internal Knowledge Search,E-commerce,Compliance Query,2025-09-27 00:42:00,123.5,Resolved,No,5.0,186,0.0284,93.3,No
CONV003242,KnowledgeFinder-Lite,Internal Knowledge Search,E-commerce,Compliance Query,2025-09-27 03:41:00,51.9,Resolved,No,3.9,690,0.0337,89.8,No
CONV005325,KnowledgeFinder-X,Internal Knowledge Search,Telecom,Process Question,2025-09-27 05:32:00,90.6,Resolved,No,5.0,892,0.0438,95.0,No
CONV006586,SalesAssist-Lite,Sales Assistance,E-commerce,Lead Qualification,2025-09-27 05:44:00,172.8,Resolved,No,3.5,845,0.055,83.9,No
CONV004035,SupportBot-v3,Customer Support,Manufacturing,General Inquiry,2025-09-27 06:22:00,175.2,Resolved,No,3.6,204,0.0192,75.3,Yes
CONV007311,SalesAssist-Pro,Sales Assistance,Manufacturing,Upsell Opportunity,2025-09-27 06:28:00,155.1,Resolved,No,5.0,309,0.0207,90.7,No
CONV008176,HR-FAQ-Agent,HR Queries,Logistics,Onboarding Help,2025-09-27 07:39:00,16.6,Resolved,No,3.8,206,0.0164,80.7,No
CONV003534,SupportBot-v4,Customer Support,Telecom,Order Issue,2025-09-27 08:09:00,55.3,Resolved,No,5.0,380,0.0284,83.5,No
CONV007230,SupportBot-v3,Customer Support,Telecom,Order Issue,2025-09-27 08:12:00,162.4,Pending,No,3.5,174,0.0256,86.9,No
CONV004338,OmniAssist-2,Customer Support,Banking,Refund Request,2025-09-27 10:17:00,117.3,Resolved,No,4.3,1027,0.0518,79.8,No
CONV000520,SupportBot-v4,Customer Support,Healthcare,Delivery Delay,2025-09-27 11:04:00,61.7,Resolved,No,4.9,494,0.038,89.4,No
CONV006715,SupportBot-v3,Customer Support,Telecom,Order Issue,2025-09-27 11:35:00,149.8,Resolved,No,4.1,420,0.0396,81.2,No
CONV006644,OmniAssist-2,Customer Support,Healthcare,Refund Request,2025-09-27 12:30:00,66.3,Resolved,No,4.4,1453,0.0645,87.8,No
CONV006120,HR-FAQ-Agent,HR Queries,Logistics,Policy Clarification,2025-09-27 15:36:00,67.1,Resolved,No,4.6,267,0.0185,83.9,No
CONV009953,ITHelpDesk-AI,IT Helpdesk,Retail,Hardware Request,2025-09-27 15:58:00,90.6,Escalated,Yes,2.0,599,0.0507,82.0,No
CONV005670,SchedulerBot,Appointment Scheduling,Banking,Availability Check,2025-09-27 19:41:00,238.8,Resolved,No,3.6,255,0.018,96.9,No
CONV008179,SupportBot-v4,Customer Support,Retail,Product Complaint,2025-09-27 21:13:00,65.9,Resolved,No,4.1,172,0.0214,87.6,No
CONV004143,OmniAssist-2,Customer Support,EdTech,Order Issue,2025-09-27 22:35:00,74.7,Resolved,No,3.8,399,0.0384,86.2,Yes
CONV007888,SupportBot-v4,Customer Support,Banking,Order Issue,2025-09-27 22:37:00,77.9,Resolved,No,4.9,684,0.0451,96.9,No
CONV009211,HR-FAQ-Agent,HR Queries,EdTech,Policy Clarification,2025-09-28 00:06:00,232.1,Resolved,No,3.8,353,0.0389,88.4,No
CONV002549,OmniAssist-2,Customer Support,Healthcare,Delivery Delay,2025-09-28 00:09:00,94.1,Resolved,No,3.9,294,0.0331,82.1,No
CONV001204,IT-Legacy-Bot,IT Helpdesk,Telecom,Hardware Request,2025-09-28 00:27:00,168.3,Resolved,No,3.1,938,0.0599,82.9,No
CONV006832,OmniAssist-2,Customer Support,EdTech,Refund Request,2025-09-28 03:18:00,22.0,Resolved,No,3.7,330,0.0224,94.5,No
CONV002598,SupportBot-v4,Customer Support,EdTech,Order Issue,2025-09-28 03:56:00,79.4,Resolved,No,4.6,144,0.0203,92.8,No
CONV001760,KnowledgeFinder-X,Internal Knowledge Search,Healthcare,Document Search,2025-09-28 06:05:00,18.4,Resolved,No,4.3,739,0.0368,87.7,No
CONV004877,KnowledgeFinder-X,Internal Knowledge Search,Healthcare,Policy Lookup,2025-09-28 07:00:00,145.0,Resolved,No,4.5,230,0.0322,86.2,No
CONV005765,KnowledgeFinder-Lite,Internal Knowledge Search,Logistics,Document Search,2025-09-28 07:08:00,43.9,Resolved,No,4.3,484,0.037,92.2,No
CONV005026,SupportBot-v4,Customer Support,E-commerce,Refund Request,2025-09-28 09:50:00,98.9,Escalated,Yes,3.4,299,0.0178,100.0,No
CONV006958,ITHelpDesk-AI,IT Helpdesk,Retail,Network Issue,2025-09-28 09:52:00,30.4,Escalated,Yes,2.6,931,0.0586,76.3,No
CONV003942,ITHelpDesk-AI,IT Helpdesk,Telecom,Access Request,2025-09-28 11:32:00,62.6,Resolved,No,3.3,655,0.0422,85.5,Yes
CONV003477,SupportBot-v4,Customer Support,Retail,General Inquiry,2025-09-28 13:00:00,32.4,Resolved,No,4.6,806,0.0459,100.0,No
CONV002604,ITHelpDesk-AI,IT Helpdesk,Manufacturing,Network Issue,2025-09-28 13:13:00,91.9,Resolved,No,4.0,354,0.0372,86.2,Yes
CONV008562,IT-Legacy-Bot,IT Helpdesk,Logistics,Software Bug,2025-09-28 14:19:00,96.9,Resolved,No,3.1,226,0.0332,85.6,No
CONV009759,OmniAssist-2,Customer Support,EdTech,Order Issue,2025-09-28 14:32:00,183.3,Resolved,No,4.4,332,0.0344,84.3,No
CONV009442,KnowledgeFinder-X,Internal Knowledge Search,Retail,Compliance Query,2025-09-28 15:56:00,93.5,Resolved,No,5.0,218,0.0253,83.6,Yes
CONV003665,KnowledgeFinder-X,Internal Knowledge Search,Manufacturing,Policy Lookup,2025-09-28 18:55:00,17.9,Resolved,No,5.0,1006,0.0416,100.0,No
CONV006936,SalesAssist-Lite,Sales Assistance,Telecom,Upsell Opportunity,2025-09-28 21:11:00,265.5,Resolved,No,3.7,263,0.0272,85.9,Yes
CONV008460,SupportBot-v4,Customer Support,Manufacturing,Product Complaint,2025-09-28 21:48:00,91.1,Resolved,No,5.0,464,0.0219,100.0,No
CONV000337,SalesAssist-Pro,Sales Assistance,Banking,Pricing Question,2025-09-28 22:23:00,44.0,Resolved,No,4.6,149,0.0213,85.5,No
CONV001452,SchedulerBot,Appointment Scheduling,EdTech,Cancellation,2025-09-28 23:18:00,195.3,Resolved,No,4.6,424,0.0345,91.0,No
CONV003310,HRQueryBot,HR Queries,E-commerce,Payroll Question,2025-09-28 23:47:00,56.5,Resolved,No,4.1,538,0.0359,94.2,No
CONV004499,HR-FAQ-Agent,HR Queries,EdTech,Benefits Query,2025-09-28 23:49:00,70.8,Resolved,No,3.5,349,0.0227,85.4,No
CONV009893,ITHelpDesk-AI,IT Helpdesk,Logistics,Hardware Request,2025-09-29 02:22:00,63.1,Resolved,No,3.4,296,0.0285,82.6,No
CONV003864,OmniAssist-2,Customer Support,Manufacturing,Order Issue,2025-09-29 02:29:00,181.9,Resolved,No,4.1,155,0.0236,92.0,No
CONV002542,KnowledgeFinder-X,Internal Knowledge Search,Retail,Compliance Query,2025-09-29 02:37:00,15.7,Resolved,No,4.8,327,0.0193,95.1,No
CONV008464,KnowledgeFinder-Lite,Internal Knowledge Search,EdTech,Document Search,2025-09-29 04:22:00,74.6,Resolved,No,3.9,83,0.0207,77.3,No
CONV003661,SalesAssist-Pro,Sales Assistance,E-commerce,Discount Inquiry,2025-09-29 05:17:00,53.9,Pending,No,3.8,534,0.0389,78.4,No
CONV002107,HR-FAQ-Agent,HR Queries,Telecom,Benefits Query,2025-09-29 05:23:00,146.8,Resolved,No,4.5,758,0.0324,83.7,No
CONV003486,SupportBot-v4,Customer Support,Manufacturing,General Inquiry,2025-09-29 05:45:00,57.9,Resolved,No,4.8,698,0.046,98.5,No
CONV006229,KnowledgeFinder-Lite,Internal Knowledge Search,Manufacturing,Document Search,2025-09-29 07:05:00,99.4,Resolved,No,3.4,270,0.0295,82.1,No
CONV005144,SupportBot-v4,Customer Support,Telecom,General Inquiry,2025-09-29 07:34:00,82.6,Resolved,No,4.8,438,0.0222,88.1,No
CONV003247,SalesAssist-Lite,Sales Assistance,Healthcare,Discount Inquiry,2025-09-29 07:35:00,254.5,Resolved,No,3.3,608,0.0405,85.8,No
CONV006687,SupportBot-v3,Customer Support,Banking,Delivery Delay,2025-09-29 08:28:00,154.0,Escalated,Yes,2.9,848,0.0605,91.4,Yes
CONV006610,SupportBot-v4,Customer Support,Healthcare,General Inquiry,2025-09-29 09:02:00,52.7,Resolved,No,4.7,271,0.0249,91.5,No
CONV006311,SupportBot-v3,Customer Support,EdTech,Delivery Delay,2025-09-29 09:06:00,90.6,Resolved,No,2.8,510,0.0307,92.5,No
CONV000842,OmniAssist-2,Customer Support,Retail,Order Issue,2025-09-29 09:21:00,53.5,Resolved,No,3.6,1150,0.0486,95.7,No
CONV000190,SupportBot-v3,Customer Support,EdTech,Product Complaint,2025-09-29 09:29:00,25.9,Pending,No,4.1,610,0.0432,83.1,No
CONV006181,SupportBot-v3,Customer Support,Telecom,Order Issue,2025-09-29 10:36:00,22.3,Resolved,No,4.3,514,0.0478,78.8,No
CONV008826,KnowledgeFinder-Lite,Internal Knowledge Search,EdTech,Process Question,2025-09-29 10:43:00,124.1,Resolved,No,4.1,177,0.0322,91.7,No
CONV001825,ITHelpDesk-AI,IT Helpdesk,Banking,Network Issue,2025-09-29 12:57:00,32.1,Resolved,No,2.7,175,0.0263,84.1,No
CONV003287,HR-FAQ-Agent,HR Queries,Banking,Leave Balance,2025-09-29 15:10:00,66.9,Escalated,Yes,2.7,747,0.033,75.6,No
CONV006949,SalesAssist-Lite,Sales Assistance,Telecom,Discount Inquiry,2025-09-29 15:46:00,187.7,Resolved,No,3.3,381,0.0291,71.3,No
CONV002106,SupportBot-v4,Customer Support,Healthcare,Product Complaint,2025-09-29 16:03:00,34.6,Resolved,No,5.0,969,0.0504,100.0,No
CONV003758,ITHelpDesk-AI,IT Helpdesk,Manufacturing,Password Reset,2025-09-29 20:05:00,146.8,Resolved,No,3.6,716,0.0468,79.1,No
CONV006217,HRQueryBot,HR Queries,Manufacturing,Benefits Query,2025-09-29 20:08:00,15.0,Resolved,No,4.5,624,0.0399,95.7,No
CONV008861,KnowledgeFinder-X,Internal Knowledge Search,Banking,Document Search,2025-09-29 21:17:00,15.0,Resolved,No,4.4,357,0.0288,98.2,No
CONV005571,ITHelpDesk-AI,IT Helpdesk,Logistics,Access Request,2025-09-29 21:39:00,141.5,Resolved,No,4.2,160,0.036,85.2,No
CONV009361,OmniAssist-2,Customer Support,Logistics,Order Issue,2025-09-30 00:13:00,89.4,Resolved,No,4.3,83,0.0151,90.0,No
CONV004215,KnowledgeFinder-X,Internal Knowledge Search,Manufacturing,Document Search,2025-09-30 00:20:00,132.4,Pending,No,4.4,224,0.0314,86.8,No
CONV006211,SalesAssist-Lite,Sales Assistance,EdTech,Product Recommendation,2025-09-30 00:38:00,15.0,Resolved,No,3.5,440,0.0282,89.2,No
CONV002906,ITHelpDesk-AI,IT Helpdesk,EdTech,Access Request,2025-09-30 01:29:00,131.1,Resolved,No,3.1,554,0.0337,92.7,No
CONV008538,HRQueryBot,HR Queries,EdTech,Onboarding Help,2025-09-30 01:47:00,160.7,Resolved,No,4.3,173,0.0316,95.5,No
CONV008473,IT-Legacy-Bot,IT Helpdesk,Banking,Hardware Request,2025-09-30 02:38:00,24.0,Escalated,Yes,2.5,1142,0.0731,69.7,No
CONV001697,OmniAssist-2,Customer Support,E-commerce,Delivery Delay,2025-09-30 03:17:00,264.8,Resolved,No,4.4,155,0.0295,100.0,No
CONV003346,KnowledgeFinder-X,Internal Knowledge Search,Retail,Policy Lookup,2025-09-30 04:54:00,81.5,Resolved,No,4.4,587,0.035,97.4,No
CONV009331,HRQueryBot,HR Queries,Logistics,Payroll Question,2025-09-30 05:12:00,15.0,Resolved,No,4.8,333,0.0236,99.7,No
CONV002757,SalesAssist-Pro,Sales Assistance,Logistics,Lead Qualification,2025-09-30 05:49:00,149.6,Resolved,No,3.9,531,0.0415,88.9,No
CONV000775,KnowledgeFinder-X,Internal Knowledge Search,E-commerce,Process Question,2025-09-30 08:26:00,55.0,Resolved,No,4.5,441,0.0249,97.1,No
CONV005042,HRQueryBot,HR Queries,Healthcare,Onboarding Help,2025-09-30 09:28:00,75.7,Pending,No,3.9,342,0.0357,94.9,No
CONV002714,SupportBot-v3,Customer Support,Retail,General Inquiry,2025-09-30 10:43:00,161.6,Resolved,No,3.6,253,0.0378,95.1,No
CONV000906,SalesAssist-Pro,Sales Assistance,Telecom,Pricing Question,2025-09-30 10:49:00,104.3,Resolved,No,5.0,147,0.0232,84.4,No
CONV008641,ITHelpDesk-AI,IT Helpdesk,EdTech,Hardware Request,2025-09-30 11:52:00,412.6,Escalated,Yes,2.0,799,0.0567,85.3,No
CONV000807,OmniAssist-2,Customer Support,Banking,Order Issue,2025-09-30 12:12:00,127.4,Resolved,No,4.1,1025,0.0581,100.0,No
CONV001989,HR-FAQ-Agent,HR Queries,Manufacturing,Leave Balance,2025-09-30 12:14:00,46.0,Resolved,No,3.8,491,0.0301,81.6,No
CONV000920,SupportBot-v4,Customer Support,Banking,Delivery Delay,2025-09-30 14:25:00,86.0,Resolved,No,4.5,465,0.023,100.0,No
CONV009802,HR-FAQ-Agent,HR Queries,Logistics,Policy Clarification,2025-09-30 16:56:00,98.7,Resolved,No,4.2,360,0.0333,91.9,No
CONV008090,SupportBot-v4,Customer Support,EdTech,General Inquiry,2025-09-30 19:39:00,81.1,Resolved,No,4.6,278,0.0326,90.5,No
CONV001119,HR-FAQ-Agent,HR Queries,E-commerce,Policy Clarification,2025-09-30 19:54:00,128.7,Pending,No,4.5,1029,0.0573,91.7,No
CONV000958,HRQueryBot,HR Queries,Retail,Onboarding Help,2025-09-30 20:22:00,59.6,Resolved,No,4.5,360,0.0303,93.4,No
CONV009210,KnowledgeFinder-X,Internal Knowledge Search,Healthcare,Document Search,2025-09-30 20:35:00,35.6,Resolved,No,3.8,310,0.0371,90.4,No
CONV006542,KnowledgeFinder-X,Internal Knowledge Search,Manufacturing,Document Search,2025-09-30 20:39:00,15.0,Resolved,No,4.4,254,0.031,87.7,No
CONV007796,KnowledgeFinder-X,Internal Knowledge Search,Retail,Compliance Query,2025-09-30 21:46:00,29.4,Resolved,No,4.8,407,0.0337,94.5,No
CONV007362,KnowledgeFinder-Lite,Internal Knowledge Search,EdTech,Process Question,2025-09-30 21:55:00,119.9,Resolved,No,3.7,451,0.0395,88.7,No
CONV000850,SupportBot-v3,Customer Support,Manufacturing,Refund Request,2025-09-30 23:07:00,199.7,Resolved,No,4.4,153,0.0294,92.4,No
CONV001966,SupportBot-v4,Customer Support,Manufacturing,Order Issue,2025-09-30 23:25:00,34.2,Resolved,No,4.8,217,0.0247,100.0,No
CONV006692,OmniAssist-2,Customer Support,Retail,Delivery Delay,2025-09-30 23:47:00,134.8,Resolved,No,3.8,251,0.0242,87.0,No
CONV003274,SupportBot-v3,Customer Support,E-commerce,General Inquiry,2025-10-01 00:16:00,21.5,Resolved,No,3.6,704,0.0398,85.8,No
CONV000665,ITHelpDesk-AI,IT Helpdesk,EdTech,Password Reset,2025-10-01 00:41:00,185.1,Resolved,No,3.5,466,0.0288,81.0,Yes
CONV004625,HRQueryBot,HR Queries,E-commerce,Leave Balance,2025-10-01 01:37:00,78.1,Resolved,No,4.3,105,0.0314,93.9,No
CONV001949,HR-FAQ-Agent,HR Queries,EdTech,Benefits Query,2025-10-01 02:22:00,123.1,Resolved,No,4.4,618,0.0325,81.2,No
CONV008796,ITHelpDesk-AI,IT Helpdesk,E-commerce,Software Bug,2025-10-01 02:34:00,17.0,Resolved,No,3.9,989,0.0647,88.7,No
CONV009061,SalesAssist-Lite,Sales Assistance,Telecom,Product Recommendation,2025-10-01 03:31:00,150.7,Resolved,No,3.3,370,0.0414,76.0,No
CONV009963,HR-FAQ-Agent,HR Queries,Healthcare,Policy Clarification,2025-10-01 06:00:00,54.8,Resolved,No,4.0,259,0.0201,85.3,No
CONV008733,IT-Legacy-Bot,IT Helpdesk,Manufacturing,Network Issue,2025-10-01 06:33:00,15.0,Escalated,Yes,2.2,1422,0.0754,84.9,Yes
CONV003843,SupportBot-v4,Customer Support,Retail,Product Complaint,2025-10-01 07:01:00,147.2,Resolved,No,3.7,299,0.0197,95.2,No
CONV006599,KnowledgeFinder-X,Internal Knowledge Search,Telecom,Policy Lookup,2025-10-01 07:12:00,42.1,Resolved,No,4.1,545,0.0424,99.7,No
CONV003228,KnowledgeFinder-X,Internal Knowledge Search,Retail,Policy Lookup,2025-10-01 07:45:00,17.0,Resolved,No,4.4,461,0.0254,90.2,No
CONV008850,SupportBot-v3,Customer Support,Retail,Order Issue,2025-10-01 08:28:00,70.5,Resolved,No,3.7,273,0.0341,78.3,No
CONV003114,KnowledgeFinder-Lite,Internal Knowledge Search,E-commerce,Compliance Query,2025-10-01 08:49:00,160.2,Escalated,Yes,2.5,367,0.0363,72.7,Yes
CONV004551,SalesAssist-Lite,Sales Assistance,E-commerce,Upsell Opportunity,2025-10-01 10:56:00,39.5,Resolved,No,3.4,900,0.0402,81.6,No
CONV005396,SupportBot-v4,Customer Support,Telecom,Refund Request,2025-10-01 11:59:00,58.1,Resolved,No,3.9,519,0.0297,95.4,No
CONV003839,KnowledgeFinder-Lite,Internal Knowledge Search,Telecom,Document Search,2025-10-01 13:01:00,82.9,Resolved,No,3.9,1164,0.056,85.8,No
CONV003764,KnowledgeFinder-Lite,Internal Knowledge Search,Retail,Compliance Query,2025-10-01 13:02:00,210.3,Resolved,No,3.9,607,0.0476,73.6,No
CONV007431,SupportBot-v4,Customer Support,Retail,General Inquiry,2025-10-01 13:33:00,33.1,Pending,No,4.8,500,0.0383,91.1,No
CONV008371,SupportBot-v3,Customer Support,Banking,Refund Request,2025-10-01 15:56:00,218.5,Pending,No,4.2,516,0.0429,87.3,No
CONV009665,OmniAssist-2,Customer Support,Healthcare,Delivery Delay,2025-10-01 17:06:00,47.7,Resolved,No,4.8,969,0.0473,93.4,No
CONV007084,OmniAssist-2,Customer Support,Healthcare,Delivery Delay,2025-10-01 19:03:00,63.3,Resolved,No,4.0,325,0.0198,83.6,No
CONV004799,IT-Legacy-Bot,IT Helpdesk,Banking,Password Reset,2025-10-01 19:25:00,249.9,Resolved,No,2.6,228,0.0368,78.7,Yes
CONV006894,SupportBot-v4,Customer Support,EdTech,Product Complaint,2025-10-01 19:44:00,70.3,Resolved,No,4.4,198,0.0248,94.2,No
CONV004689,KnowledgeFinder-Lite,Internal Knowledge Search,Telecom,Policy Lookup,2025-10-01 20:01:00,106.4,Resolved,No,3.9,353,0.0372,90.3,No
CONV003262,HRQueryBot,HR Queries,EdTech,Onboarding Help,2025-10-01 20:15:00,224.3,Resolved,No,3.9,930,0.0392,80.0,No
CONV009995,HR-FAQ-Agent,HR Queries,Manufacturing,Policy Clarification,2025-10-01 20:36:00,52.6,Resolved,No,4.0,136,0.0317,88.5,No
CONV006024,KnowledgeFinder-X,Internal Knowledge Search,Telecom,Process Question,2025-10-01 20:43:00,165.5,Resolved,No,4.1,647,0.0406,100.0,No
CONV002702,ITHelpDesk-AI,IT Helpdesk,Retail,Hardware Request,2025-10-01 21:17:00,27.5,Resolved,No,3.2,107,0.0198,85.8,Yes
CONV002900,HR-FAQ-Agent,HR Queries,Retail,Policy Clarification,2025-10-02 00:06:00,137.1,Resolved,No,4.5,666,0.0436,83.2,No
CONV003338,SalesAssist-Pro,Sales Assistance,Manufacturing,Lead Qualification,2025-10-02 03:49:00,19.6,Resolved,No,4.3,100,0.0259,94.1,No
CONV003043,SupportBot-v4,Customer Support,Telecom,Delivery Delay,2025-10-02 04:40:00,115.8,Resolved,No,4.5,551,0.0255,100.0,No
CONV007366,SchedulerBot,Appointment Scheduling,Retail,Cancellation,2025-10-02 04:42:00,166.6,Resolved,No,4.9,321,0.024,98.8,No
CONV008900,KnowledgeFinder-Lite,Internal Knowledge Search,E-commerce,Policy Lookup,2025-10-02 05:16:00,63.9,Resolved,No,3.7,440,0.0244,89.8,No
CONV000423,IT-Legacy-Bot,IT Helpdesk,Banking,Password Reset,2025-10-02 05:23:00,232.0,Escalated,Yes,2.4,924,0.0499,70.7,No
CONV004741,SupportBot-v3,Customer Support,EdTech,Product Complaint,2025-10-02 05:24:00,143.6,Resolved,No,2.8,187,0.0322,85.1,No
CONV004971,SupportBot-v3,Customer Support,Logistics,Product Complaint,2025-10-02 08:00:00,56.7,Resolved,No,4.3,820,0.0497,84.7,No
CONV006364,SupportBot-v3,Customer Support,Banking,General Inquiry,2025-10-02 08:02:00,173.7,Resolved,No,4.2,764,0.0431,89.9,No
CONV000018,KnowledgeFinder-X,Internal Knowledge Search,Banking,Policy Lookup,2025-10-02 08:49:00,22.9,Resolved,No,4.6,133,0.028,97.9,No
CONV008478,SchedulerBot,Appointment Scheduling,Manufacturing,Availability Check,2025-10-02 08:49:00,138.7,Resolved,No,4.4,283,0.0359,74.5,No
CONV002196,SupportBot-v4,Customer Support,Logistics,Refund Request,2025-10-02 10:10:00,80.7,Resolved,No,4.7,251,0.0219,95.4,No
CONV005597,SupportBot-v3,Customer Support,Retail,General Inquiry,2025-10-02 10:20:00,107.5,Resolved,No,3.4,829,0.0509,81.5,No
CONV009456,ITHelpDesk-AI,IT Helpdesk,EdTech,Password Reset,2025-10-02 11:32:00,113.3,Resolved,No,3.8,303,0.0369,77.8,No
CONV007783,HRQueryBot,HR Queries,Healthcare,Onboarding Help,2025-10-02 11:44:00,92.7,Resolved,No,4.1,436,0.0235,96.1,No
CONV000469,HR-FAQ-Agent,HR Queries,EdTech,Policy Clarification,2025-10-02 17:39:00,15.0,Resolved,No,4.5,277,0.0281,90.4,No
CONV008501,SalesAssist-Pro,Sales Assistance,Banking,Pricing Question,2025-10-02 19:19:00,123.0,Resolved,No,4.4,600,0.0327,92.8,No
CONV006967,SalesAssist-Pro,Sales Assistance,Healthcare,Pricing Question,2025-10-02 21:48:00,130.2,Resolved,No,4.1,993,0.0419,93.3,No
CONV007276,OmniAssist-2,Customer Support,Telecom,Delivery Delay,2025-10-02 21:59:00,23.7,Resolved,No,4.7,744,0.0441,77.2,No
CONV000109,IT-Legacy-Bot,IT Helpdesk,Banking,Software Bug,2025-10-02 22:11:00,61.4,Escalated,Yes,2.2,80,0.019,84.0,No
CONV008028,SalesAssist-Pro,Sales Assistance,Telecom,Discount Inquiry,2025-10-02 22:43:00,47.9,Pending,No,4.2,236,0.0267,92.5,No
CONV009675,SchedulerBot,Appointment Scheduling,E-commerce,Cancellation,2025-10-02 23:01:00,194.5,Escalated,Yes,3.6,118,0.0188,100.0,No
CONV003568,OmniAssist-2,Customer Support,EdTech,Delivery Delay,2025-10-03 00:22:00,51.5,Resolved,No,4.4,390,0.0247,86.6,No
CONV008554,SchedulerBot,Appointment Scheduling,Telecom,Availability Check,2025-10-03 01:42:00,118.7,Resolved,No,4.7,378,0.026,88.7,No
CONV002185,SupportBot-v4,Customer Support,EdTech,Product Complaint,2025-10-03 01:52:00,71.2,Resolved,No,4.6,379,0.0214,96.0,No
CONV005874,SalesAssist-Pro,Sales Assistance,Manufacturing,Pricing Question,2025-10-03 02:17:00,125.3,Resolved,No,4.7,175,0.0321,94.1,No
CONV006744,KnowledgeFinder-Lite,Internal Knowledge Search,Manufacturing,Process Question,2025-10-03 03:36:00,28.1,Resolved,No,4.1,347,0.0305,87.6,Yes
CONV002172,SalesAssist-Pro,Sales Assistance,Retail,Upsell Opportunity,2025-10-03 03:51:00,68.3,Resolved,No,4.1,191,0.0321,84.7,No
